,merge_dir,jdime_git_diff_size,spork_git_diff_size
192,3665cccd0be8212101ab0ca3d93c5116f16fbfa6/OverclippedReadFilterUnitTest.java_43a988a83b52737b7237bb5041ed8df34d4a1995,135,83
193,840d397ca1ae0cd5153daea4540f319de91e98ce/FractionInformativeReads.java_44c8b6b77bee6fde0e3193a4ba97126b438cc680,101,10
194,b003011aa819acec53b043a4fc2cd83bb8089544/DepthOfCoverage.java_4a1458ca156626f1349d38201d13bb8dad5b0170,1740,328
195,b003011aa819acec53b043a4fc2cd83bb8089544/DepthOfCoverageIntegrationTest.java_111f8f3b76af78b4ed15eeadbedce11cf54dc8c5,368,42
196,02aaea5ffbf189bfce5dd04cc3790b0fad5adb02/FastArchivalUrlReplayParseEventHandlerTest.java_e775e43afc268413cb4a91e927dbb3ea194c65a4,1491,2158
197,0b330f12f34b83a6ca84d4f75f4b6907f4b8dfd1/SimpleMimeTypeDetector.java_4a2e2adff9cb0150cafb66cc7af639f14c5292e7,698,332
198,0b330f12f34b83a6ca84d4f75f4b6907f4b8dfd1/SimpleMimeTypeDetectorTest.java_7bbce0f13a0ac710cd0ad4da614faba1db8cfca6,271,9
199,0ec2810f71130df86cacf7021861cefe584703ab/AccessPoint.java_860dd209cd9e21ab91bdc7653989f12712226b61,2649,583
200,0ec2810f71130df86cacf7021861cefe584703ab/AccessPointTest.java_8cb7934cf76e45ac5b4fcf43ca8cb589cb31da94,2198,2740
201,0ec2810f71130df86cacf7021861cefe584703ab/ArchivalUrlRequestParserTest.java_a56a3ed05f0904d3a47e9492019d4fec2c82b551,1107,1195
202,0ec2810f71130df86cacf7021861cefe584703ab/EmbeddedCDXServerIndex.java_1fb5f30c3ec90fe5c9ffdce2936589a981993fd3,1071,385
203,0ec2810f71130df86cacf7021861cefe584703ab/FastArchivalUrlReplayParseEventHandler.java_48a17d5038e97d2a0501ee0bd3d5e00b3fee907e,790,139
204,0ec2810f71130df86cacf7021861cefe584703ab/FlatFileResourceFileLocationDB.java_89069537efb27179e9186ba429be3baee66317f4,228,149
205,0ec2810f71130df86cacf7021861cefe584703ab/ReplayParseContext.java_ede3136087490ec95026292bc56394e625b53de9,392,103
206,0ec2810f71130df86cacf7021861cefe584703ab/StringFormatter.java_9457ebd77ae44a95e67b50dcf41119655370705f,274,69
207,0ec2810f71130df86cacf7021861cefe584703ab/TextDocument.java_3fcacec1169163c230b82632712944b615cb2c6a,562,130
208,0ec2810f71130df86cacf7021861cefe584703ab/TextReplayRenderer.java_5ed658017dcfc7bde13dd7aa2025e899beaea235,294,17
209,0ec2810f71130df86cacf7021861cefe584703ab/URLtoARCCacherTest.java_7fd4dc674cab3267785d933e22e01c512b426149,66,46
210,0ec2810f71130df86cacf7021861cefe584703ab/UrlOperations.java_ab60cdc7a05700ef2a413d2f7a0e2135f9a53604,573,107
211,0ec2810f71130df86cacf7021861cefe584703ab/WarcResourceTest.java_cd6f76b87f81659d0c4a2e5ff7c8cb6ef3d2565a,381,79
212,0ec2810f71130df86cacf7021861cefe584703ab/WaybackRequest.java_e9a6ea78bcba2e61150e8a7e1b7093274ae3c295,1720,301
213,2c45850efc6380887deb2be2c77cacaa12835c35/AccessPoint.java_860dd209cd9e21ab91bdc7653989f12712226b61,2391,345
214,2c45850efc6380887deb2be2c77cacaa12835c35/WaybackRequest.java_e9a6ea78bcba2e61150e8a7e1b7093274ae3c295,1548,260
215,2e85e3b52c538706278f2fd9af47826453c67cc5/FastArchivalUrlReplayParseEventHandler.java_48a17d5038e97d2a0501ee0bd3d5e00b3fee907e,793,142
216,2e85e3b52c538706278f2fd9af47826453c67cc5/FastArchivalUrlReplayParseEventHandlerTest.java_e775e43afc268413cb4a91e927dbb3ea194c65a4,1364,707
217,3066bc09685c71523b8b47597f5f813867b5c94b/ReplayParseContext.java_ede3136087490ec95026292bc56394e625b53de9,363,79
218,bfe37ebe60f747b357019713bca49951aab22a2c/SelectorReplayDispatcher.java_afc5254ade56fd19025a1c78086d2fb7e2fbd8dd,270,32
219,bfe37ebe60f747b357019713bca49951aab22a2c/TestWARCRecordInfo.java_564fb31880baf8f15f7dfacf9e7ba98c249a272d,374,116
220,c8f53839d13a9685b99a10e1829356c4c12b5114/FastArchivalUrlReplayParseEventHandler.java_48a17d5038e97d2a0501ee0bd3d5e00b3fee907e,956,202
221,c8f53839d13a9685b99a10e1829356c4c12b5114/FastArchivalUrlReplayParseEventHandlerTest.java_e775e43afc268413cb4a91e927dbb3ea194c65a4,408,497
222,cca36e379317bc3663dc534b23fae4f806d21a3d/ArchivalUrlCSSReplayRenderer.java_26b22f5718b9b23209699372e77388aa05f0c4a7,89,32
223,cca36e379317bc3663dc534b23fae4f806d21a3d/ArchivalUrlCSSReplayRendererTest.java_40913bc4f9492b806a5e266309419cc8980d73b4,177,54
224,f57d6450b468cd3358484a99e88b5e138baef36c/EmbeddedCDXServerIndex.java_1fb5f30c3ec90fe5c9ffdce2936589a981993fd3,911,289
225,f6b23ad158b0ef5d09ebcd8ae08ea4d2665239e1/UIResults.java_66b246c46416771741458d0de68dd74977f917c9,910,156
226,6bf2ac2c7798f2d4627d2cf0cedb6e90342dd5bd/HibernateDatabase.java_833a28e97149b117d8d5904f665fbacb74a063f0,525,80
227,af8e4795fb96b0fc13c080b4c65fe3a8fd2352e1/Request.java_e58a91f82a5d1de2ec7975bc650634d83d796706,139,20
228,af8e4795fb96b0fc13c080b4c65fe3a8fd2352e1/RiotApi.java_bad3bcbd4a9aac2ba2a41704730360de2535d82b,1786,28
229,bde9c7e5e31a6650c4f922c4338d9c99a9736a7c/StatusApi.java_03eb19a53ceda52574d5a8ca7f9259da45261c6e,87,25
230,f31feb51cf63b7f301c23b95cad6aff8705291ee/BaseState.java_503af2295b4d0179a31be88425507fcbdb63e259,82,36
231,f31feb51cf63b7f301c23b95cad6aff8705291ee/BaseStateTest.java_bb719a80fd9dad8c9cbd83c5ec3d82853eecb008,127,108
232,f31feb51cf63b7f301c23b95cad6aff8705291ee/CandidateTest.java_b07152f5b5dca77b559033bc8ffb1e97fce09b15,150,130
233,f31feb51cf63b7f301c23b95cad6aff8705291ee/RaftStateContext.java_b176b4a66cb5ccb8cafff8f392ea647af48e1266,115,112
234,f8f99ac8518a4ca78c84ec73ccbe503a53046352/Candidate.java_9ac20a0ae22a728fdbebd48794c1e5afb8ebccac,114,60
235,f8f99ac8518a4ca78c84ec73ccbe503a53046352/Leader.java_38db209eda69782a151029779dea3f5d2a9ea564,112,61
236,f8f99ac8518a4ca78c84ec73ccbe503a53046352/NettyRaftModule.java_6f95113b19d726bc4906dd1871b239d613de519f,20,17
237,f8f99ac8518a4ca78c84ec73ccbe503a53046352/NettyRaftService.java_4ce2d274c767f724740bf982b58cee86a94f51aa,63,45
238,f8f99ac8518a4ca78c84ec73ccbe503a53046352/RaftProtoRpcModule.java_f70f9241f993c4318e530838e1eefa235460a146,12,8
239,0505a681939dad426ec94e7b5d160e013121e331/SyslogProtocolHandler.java_ab4b05062e8e5aa7183039f1f0354492ce72076b,344,73
240,10eb91814f7ade02ea0826ab1cd6b089e54f28b3/AuditLogger.java_4eeaeef3c91dfdb9dcd7f2e40184a39857256644,1888,306
241,2100f371462f1896f4a9c4ef7faebfbf39980124/AttributesTest.java_30fe67bc69fa2e70b902aeda3550170cd1035f10,647,12
242,2e0c21c338a9bcc50e8210b6ad4a6b0414259881/PreferencesHL7Configuration.java_98036e58b190b4fdd5b643a20a3f15a199cc976a,308,23
243,3575f3edddb267e35728f89a1ceb8e21234c4dbf/Attributes.java_0dc13fd244304dd0e2d2fd9325b2bb873505faca,6289,66
244,3575f3edddb267e35728f89a1ceb8e21234c4dbf/AttributesTest.java_30fe67bc69fa2e70b902aeda3550170cd1035f10,717,12
245,3a5d4781fcffc8255cc0dc02d41a74d5348e8d2c/StowRS.java_5b9295ca02e11b6b8ee137e5d89eeaedb834b304,872,160
246,413cc956e1b7afb05fb6d7562d66ead0ea7c3cfb/AuditMessages.java_a2a8754f5803f2ba0c377df9a14110818bc612f8,1460,498
247,72ced73d4f8a0f700f820728f6bf105ad432cc0e/Attributes.java_0dc13fd244304dd0e2d2fd9325b2bb873505faca,5906,201
248,72ced73d4f8a0f700f820728f6bf105ad432cc0e/DicomImageReader.java_39c595c0899d97b21d44005aad58b08415d1035b,1378,163
249,939fbf20a8d9e003caa3901eb7087c8349070bdd/FindSCU.java_3f73c709d0fa4dd0168325cede6d86aa5a9fa135,939,108
250,ebbcfec714a997b831dafc4e786b99ea3f1642da/Dcm2Dcm.java_06449b40eb8a91cdc07247076e587d949a54d205,548,262
251,ebbcfec714a997b831dafc4e786b99ea3f1642da/DicomImageReader.java_39c595c0899d97b21d44005aad58b08415d1035b,1385,54
252,ebbcfec714a997b831dafc4e786b99ea3f1642da/Transcoder.java_2c4ebb108dbde30c78a0c42da29f94a3c48270ec,1534,127
253,4c7880ec0e20cabecb1c31043e95ff6b8a707543/IgnoredTriggerBehaviourTests.java_3f3abb0bc5ef478684769e30c75c5c4d11ef87f1,67,9
254,4c7880ec0e20cabecb1c31043e95ff6b8a707543/StateMachine.java_4411515afb72d6c2d9a481f6cef038a4c885520e,354,37
255,4c7880ec0e20cabecb1c31043e95ff6b8a707543/StateMachineTests.java_ac0d7013519746a19e3a6a7bbc84ced60e43acfa,361,172
256,4c7880ec0e20cabecb1c31043e95ff6b8a707543/StateRepresentation.java_4555d7ab9059c8165b6efac6f786427a8f3de66b,307,29
257,4c7880ec0e20cabecb1c31043e95ff6b8a707543/TransitioningTriggerBehaviour.java_f376b88b8fc20627c60c2016964f31c644589197,26,3
258,4c7880ec0e20cabecb1c31043e95ff6b8a707543/TriggerBehaviour.java_d8414857ee554c0e4754c8b274b956ea84b28ea8,29,3
259,6440f4174babcdf18818382f948c6737881cca13/StateMachine.java_4411515afb72d6c2d9a481f6cef038a4c885520e,292,40
260,6ba3bc5f65b7182fa6a45cac78f141c43eda5378/DynamicTriggerBehaviour.java_748b25a53228daf1aeca2c004660ec84eedb9cdf,25,4
261,6ba3bc5f65b7182fa6a45cac78f141c43eda5378/StateMachine.java_4411515afb72d6c2d9a481f6cef038a4c885520e,354,37
262,6ba3bc5f65b7182fa6a45cac78f141c43eda5378/StateRepresentation.java_4555d7ab9059c8165b6efac6f786427a8f3de66b,320,23
263,7024c77da6e879210442dfc38327f1aac8d00916/StateMachine.java_4411515afb72d6c2d9a481f6cef038a4c885520e,284,41
264,7ab25cd725e8b78a3ed78f7723a544c52d6dc3f9/StateConfiguration.java_99c864f4ede5df7e0b642dc0e2c6d08bfd09982e,575,93
265,7ab25cd725e8b78a3ed78f7723a544c52d6dc3f9/StateMachine.java_4411515afb72d6c2d9a481f6cef038a4c885520e,358,89
266,c3e521ee3857f94babe0ffe5e8e18960dd2ac186/InitialStateTests.java_570604134b9d409871c8d84f776cbd9b314abba5,134,32
267,c3e521ee3857f94babe0ffe5e8e18960dd2ac186/StateRepresentation.java_4555d7ab9059c8165b6efac6f786427a8f3de66b,317,18
268,14236d7e7bf0d98949870c7745b9008eb37fa2f8/CreateFromXMLFunctionExtension.java_b62772319b9dd98306acc791b32c297e17f419d4,161,34
269,14236d7e7bf0d98949870c7745b9008eb37fa2f8/ThreadBarrier.java_fd1159e62f644788c8165ffb91f4afca73df257e,45,4
270,40adce748ed4475a60868e86971380d8a20d039a/JoinProcessor.java_38f86a22a90d3fa9ca4d6c667c0965655f8ea1d9,305,43
271,588857c6546ab6342415d786f0c3bd69c4249577/ExpressionParser.java_8698aa886b7de383144bdc4faea6b829bbbae421,1746,272
272,63ca4d83fd541621b9527a3e32ab0226a18bbf60/DBHandler.java_3f071cb62e38595a662814175fd628a4f927a271,1294,109
273,7dd50d8404a010a0e282603c3aeec6eaff1a04ee/TCPInputTransportTestCase.java_017166a0a6a772d024fcb0181272eb669c1344af,861,85
274,8b7402e6ded326124999061b554742fd91184810/DefinitionParserHelper.java_5c06a6d03a517c316ce80cdf8fbe6acff21c2a21,1327,24
275,9a616e9aa2a1cb61d01054de01c07764316ddb57/AbstractRecordTable.java_6a464b4d407987e4d3866688c77b47d7d3ac53b6,354,69
276,9ba9a6593ca92e76bccdb27354a6fb011a79092d/SelectorParser.java_630a1865cd3b0a9ddfcc123d8f82cfe7c2630e2b,114,19
277,b2082be4c5ce37de491e8bae81d8a21bec5a1ffd/AggregationRuntime.java_c9d994f7cc4c09b8ca79389f3eefa077ddd17c29,993,257
278,c56b8e624cbe80b80c744c715f8c62ad594df313/QuerySelector.java_996d65e097ba69f0239bdc50c53598b6c0f17760,214,32
279,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/AllPerEventOutputRateLimiter.java_e78583bb5ce19e242fee1586da9dfe412d5a312a,138,5
280,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/AllPerTimeOutputRateLimiter.java_e43b9f3caf42b488d96d8ef073628aa0c39a4480,178,17
281,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/FirstGroupByPerEventOutputRateLimiter.java_15331ad0a207ac32b8bf9de28a106652b1100038,143,18
282,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/FirstGroupByPerTimeOutputRateLimiter.java_6b35f2bacf2974b86844ee256d0405e6acb8c1a9,195,28
283,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/FirstPerEventOutputRateLimiter.java_7a67c141040ab4797fef3f72b9f8436fb957e0ea,108,7
284,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/FirstPerTimeOutputRateLimiter.java_0e93f37e04d4082d8744c5d405778367e839bcc8,152,34
285,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/LastGroupByPerEventOutputRateLimiter.java_ff9d5a95918e374ee021ec30f89698ad339e4a26,123,18
286,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/LastGroupByPerTimeOutputRateLimiter.java_6e09e146b515f948d03712dacdb47f6af40ca0e4,165,24
287,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/LastPerEventOutputRateLimiter.java_9563572e6f39b8a40441b69751fecce4d90604b9,104,7
288,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/LastPerTimeOutputRateLimiter.java_a94655098103511708fbdcff205694bd6a52879c,157,17
289,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/OutputRateLimiter.java_6ca67b30751e2c4f13296a756145373a6915edd9,126,21
290,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/PartitionRuntime.java_71731cf46b4d9b37423df3c8112cc4f83e752961,368,48
291,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/PassThroughOutputRateLimiter.java_7b598d6941e66743b64a249988b56629ab3ab5f3,71,5
292,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/SingleStreamEntryValve.java_c6d1de6f6369cf405dc02a505d82219f73e4087e,269,44
293,d8a676ac46f8c5dff401f9f4d47c297eca9ae2d5/WrappedSnapshotOutputRateLimiter.java_e90800cba0a1b562790cb6e0428be3bc7cab0739,184,15
294,e7387ed785da1f6724e46d5cfa59fe1f422fe4ae/ExecutionPlanRuntime.java_3e980c06b1ab208c489af48d4797fac9e937f026,303,70
295,f13324a30d55e6092936d571fbd08fcf737445bc/PassThroughSinkMapper.java_a240493187fcd606679c6c652b2780875e8b7abb,62,21
296,f13324a30d55e6092936d571fbd08fcf737445bc/PassThroughSourceMapper.java_5092fd304be0f103c0bfd33dff012148f1626087,69,24
297,fd3bd6dddaa7d2d91992fda255bb9af8acf6d278/SiddhiAppRuntime.java_383eb7371b7c40cf7e5498eb81c471b45a381c26,1219,212
298,08c350e707562aa0e63880efd8d724ebcf3f5703/ProfiledObject.java_4a6210129e8785e8064e75ace90332e9f8f781c2,279,14
299,ba336348f218ab0db50611b2451c06c0f2793604/AsyncCoalescingStatisticsAppender.java_f201b59757333efa431e5c4b76da5b0c99334343,323,14
300,f54fa0455f64048ff5c1f114f6fb1e432281dcfe/GroupedTimingStatistics.java_eaaafc1c41acfa26e44d2272fd7ab4a9b1353ee0,341,70
301,2e68d3dbd7fef457c64265aea976884c3745c482/Channel.java_bfad8931424c7a0d032188824b3577634d2fff63,958,257
302,2e68d3dbd7fef457c64265aea976884c3745c482/Content.java_40fb5162bb91883e2b0511ed2ce7d86e84ff8476,1079,238
303,2e68d3dbd7fef457c64265aea976884c3745c482/IceUdpTransportManager.java_1f101a74856399257e3891ddd2cc6779f8fddec7,2416,879
304,2e68d3dbd7fef457c64265aea976884c3745c482/VideoChannel.java_9352c615c427cbc9be57cd15ee3c9198c11b0f4d,945,324
305,2e68d3dbd7fef457c64265aea976884c3745c482/Videobridge.java_2877db01788ac0e293e26ea8b20b99ab84c8a8bb,1917,599
306,2f4c1b5b0508acd0f54929d77a32bdd91e43f5be/RtpChannel.java_1060af956f396804cb8c5f74852dc57c5f319173,2160,594
307,51133e8e50f397f3223726c28bcca6f6acd2ac40/OctoRelayService.java_757ec8f87c1f5e87ea4fb29a3ea2e616015a97cf,116,42
308,51133e8e50f397f3223726c28bcca6f6acd2ac40/VideobridgeStatistics.java_9eb400054e9c6266a095d2f1f2b974d0c9f0c6a8,872,306
309,6ca96e781fae9eab7140a4336ab5bb52990088e9/OctoTransportManager.java_77dcd270bfd32dd604866e6c52a6cfe5759cf858,570,84
310,0e26f4c692ae7ad7dd12eb9bad6b4f0bc801e15e/Member.java_f29b7e91dd363a8474c0e3b6811b31b6753ff3bc,1,29
311,1f26d09811e06c3268c285d288155e1eaaa4ab2b/ASMAccessorOptimizer.java_215bb628d7f5e82cbe35071b10092d2dbf5f7e18,3220,217
312,20e23aa0e4e4bdbc6b7f902b062a80b88687a0b5/ASMAccessorOptimizer.java_215bb628d7f5e82cbe35071b10092d2dbf5f7e18,3238,847
313,20e23aa0e4e4bdbc6b7f902b062a80b88687a0b5/CoreConfidenceTests.java_a1bbcbfc52c45ef50624d9799daea30001e65e4f,2566,316
314,45acd759e2fc58e30d9e27f5d01deca3f3b34bdf/ASMAccessorOptimizer.java_215bb628d7f5e82cbe35071b10092d2dbf5f7e18,3309,1417
315,47897d1d2c6bb6f25102220b93f4b5eea019f348/CoreConfidenceTests.java_a1bbcbfc52c45ef50624d9799daea30001e65e4f,2541,249
316,56b8415627d078a62ebbce748f2ccc9f171f349f/ASMAccessorOptimizer.java_215bb628d7f5e82cbe35071b10092d2dbf5f7e18,3232,431
317,5b2d9566ef895ffd5ff2b028715ca43b9ffab123/AbstractParser.java_dd82477b50ab34309456e2a915b0a639ca6208e2,2602,135
318,864598fcb98dc7a462d61051b911f46495d9600f/ASMAccessorOptimizer.java_215bb628d7f5e82cbe35071b10092d2dbf5f7e18,3311,1074
319,864598fcb98dc7a462d61051b911f46495d9600f/CoreConfidenceTests.java_a1bbcbfc52c45ef50624d9799daea30001e65e4f,2573,320
320,cc736a2454758d153b01713c164171647c64a612/ASMAccessorOptimizer.java_215bb628d7f5e82cbe35071b10092d2dbf5f7e18,3238,597
321,cc736a2454758d153b01713c164171647c64a612/CoreConfidenceTests.java_a1bbcbfc52c45ef50624d9799daea30001e65e4f,2547,316
322,d1821f656c2cdadb6780fc46d716da2c17f97efa/CoreConfidenceTests.java_a1bbcbfc52c45ef50624d9799daea30001e65e4f,2377,302
323,e9addaff003f6b99fcc859142783531732052521/CoreConfidenceTests.java_a1bbcbfc52c45ef50624d9799daea30001e65e4f,2559,316
324,f3187af57e8a0112cb18993099ecc9bf95225431/CoreConfidenceTests.java_a1bbcbfc52c45ef50624d9799daea30001e65e4f,2384,243
325,3954014b6102b750d157d3b17e84c7ea4f2105ef/StylesheetFactoryImpl.java_ccf402fb7fa3ec8c91514587843e52d701d452cc,202,34
326,3adfe308c5d64b825a16d24b8046cfeeee9d6950/ITextRenderer.java_9f78a52b12492d14a0c9c1eedc652fc5039ab263,882,54
327,3f9940081e8b9710f6855a05c8dcfda73103545d/ITextUserAgent.java_be0797c7ba301cc1393d84c4531f03ea8c3069cb,190,29
328,5a2a7d36a1ce9b2302bfc64584c7c6fbde3a3fd7/Condition.java_1490613c78f0121cc6b3743fc7a27e50697a4208,651,54
329,6a9ec583f696e84476b6ed4d19d62d020fe749fc/InlineBoxing.java_2f5f4c3f69927186d073843f3c1301066572ca67,1545,233
330,95bfc21a868b15c0753e179040dabb40b59f6b09/Box.java_163c79c902e259d43f40a0f93f5f6951a192db71,2408,627
331,95bfc21a868b15c0753e179040dabb40b59f6b09/CalculatedStyle.java_9bd6895685dbcfd178a51c045ede746cf8a27a76,2293,398
332,95bfc21a868b15c0753e179040dabb40b59f6b09/ITextOutputDevice.java_1f14b7f47fd22351ed4be56f65804dc0bd8d0338,2047,223
333,95bfc21a868b15c0753e179040dabb40b59f6b09/ITextOutputDevice.java_58aa88fe78df966f5efe793b0b0b9bac4130554a,1955,60
334,b2ef06a76fefd6cd69ba13fc251afe583f77c0b2/ITextOutputDevice.java_58aa88fe78df966f5efe793b0b0b9bac4130554a,1970,105
335,7da2661ece6f5da6a2eb408658797a57dc366d84/BitbucketBuildFilterTest.java_c01b50237bdc941859f82b4c788df1c74596af90,190,131
336,47c1890d5e71d0c3278f960eeeba9b7a30378a27/JsScope.java_261b2299a0df0b3a47f546df20698820ff95db1d,145,20
337,bc1ab40f9cdc56ea7658b14879d12c8ba5d6edda/TooltipBehavior.java_4ab40dbe3db5d47e4de33aaffe2d605289ba6f22,249,42
338,0c587762320417b369d5597411012f34fbe14090/CliParser.java_99ced6b8ca21caad19f295d7db7f0ec067167ff0,182,105
339,105cf40880d97d3a773ac950356efd8161e3704e/ZooKeeperMasterModel.java_5dea6fbac049d7ce4297e93828a397b53dcffa96,282,84
340,4a83636186619891214a89b1b2ee8e3606990ea7/DefaultRequestDispatcher.java_881220f536077d82b49143c93fcfbaba10fcc39b,117,51
341,4b529cebd1f98168a6bbaaa9a71bb9976f9b6f68/JobCreateCommand.java_46406753b495805bd895a6dfb1c2353b84d803da,271,201
342,9551ddb787143d1b3da7a9ebb2dda8b26839ac46/AgentService.java_b50e2ba996fa407ba858dc8293e6546373edb521,171,147
343,a122b9e7b7f07b5695f633180df5ff828d842d95/Job.java_d9d0b9ceeab91200a5b9567f78895fddcce55a6a,228,331
344,a7e4328ab5addbc6057ab5ed8eac5fcf29957f08/ZooKeeperMasterModel.java_5dea6fbac049d7ce4297e93828a397b53dcffa96,724,175
345,b0907639d7115032ca267c2c1192a4e000d615fd/CliDeploymentTest.java_84c01471f1f8205cd9b08b1dfdb9db75f0c8dbf5,151,74
346,bf112fd682f4651314241ea9cf73dd633fdd3e8d/Paths.java_ed268c764fcf49c38f0bd33db84ef709cc0d1bf3,67,37
347,bf112fd682f4651314241ea9cf73dd633fdd3e8d/ZooKeeperMasterModel.java_5dea6fbac049d7ce4297e93828a397b53dcffa96,679,304
348,c09b5fdd9b278a5c398b4aadc049fdc3432de9b6/ControlCommand.java_d228403900497057af0dc0523a7475cf20422388,64,48
349,c8a09b86efd1532dca17e10de10cb0b4fbb38633/ZooKeeperMasterModel.java_5dea6fbac049d7ce4297e93828a397b53dcffa96,739,258
350,d3dd388666bb6665b3f313000162756f3ef39c14/ZooKeeperMasterModel.java_5dea6fbac049d7ce4297e93828a397b53dcffa96,314,72
351,d3fa5a7b4b31e6eabeb76a62176df1ef2096577e/MasterService.java_8129b671ffa18840d445a09503a463773170d2d3,154,119
352,e045bbba1f76a11b1da0ca32205c8d3a5102d739/ZooKeeperMasterModel.java_5dea6fbac049d7ce4297e93828a397b53dcffa96,720,222
353,ff231ebe050daefc0ccec052d4f19ce337188dbd/TemporaryJobs.java_0414897899a5c5e1884a3b9f450660d64632f726,137,102
354,02cb1b60cd3ac99801547275b36c78ff537b061e/StormpathWebSecurityConfigurer.java_13c82fd2e176713dfa3de3151220290f642e11a9,295,55
355,1686f1b95d22e34de29a86d47c07b0bde2699211/DefaultDataStore.java_00d490883a7ac17195c81eaee7f52e0fe1b60e11,1438,103
356,43df3add715cdb59d8e1c6c2a3077ec7961ca5fb/StormpathWebMvcAutoConfiguration.java_0133fbed828f64f0b0347986f37fe3057ea35eb6,843,27
357,43df3add715cdb59d8e1c6c2a3077ec7961ca5fb/StormpathWebMvcConfiguration.java_9a0f0abafdb091da9a3cd9a88d2cca3bf7cecaec,784,16
358,43e34228aad955ad5b632e56be247c24766b426f/VerificationEmailRequest.java_4ecdea4c19c1a7dfd2cd57cfc5d72112ae06d3fd,30,14
359,55200fec213bb7c1124ea8316dbe93d560026c87/DefaultApplication.java_95ef1c6cb5cfb115780c0b48dbf0ea15a2bd06cd,1067,82
360,7d382b634d0c1ae8189e2f54dea4c6957e98b2b4/ClientBuilder.java_c859149719b15c63d0e141007c1362ccfa126cdd,501,101
361,8039c7a3fa6645952799a9ae47e27cdbce3908c1/Application.java_d88fc1477f84c737708eaff3a25cc9d0f71c1c6c,183,39
362,8039c7a3fa6645952799a9ae47e27cdbce3908c1/DefaultApplication.java_95ef1c6cb5cfb115780c0b48dbf0ea15a2bd06cd,847,84
363,9fc5220536a546cde91d22e4fa717fdb4fff7f54/AbstractStormpathWebSecurityConfiguration.java_da8b249cbde534ded80763d61fcd2bd70a7e5bc0,326,15
364,9fc5220536a546cde91d22e4fa717fdb4fff7f54/StormpathWebSecurityAutoConfiguration.java_acf7887a13c63b278e874afacc40364f73526ce8,199,12
365,9fc5220536a546cde91d22e4fa717fdb4fff7f54/StormpathWebSecurityConfiguration.java_638af1a7110739649ff02135194d570bd47a9c95,146,3
366,9fc5220536a546cde91d22e4fa717fdb4fff7f54/StormpathWebSecurityConfigurer.java_13c82fd2e176713dfa3de3151220290f642e11a9,50,4
367,ac776a2de0fdcb9059aefeb822fe2b0ca1c6e83d/ClientBuilder.java_c859149719b15c63d0e141007c1362ccfa126cdd,42,21
368,b2307c6e0c7d911653e856e47c20b25e648caff7/StormpathWebSecurityConfigurer.java_13c82fd2e176713dfa3de3151220290f642e11a9,426,22
369,c0d9cdc526f64a053e068c39bf53708bc47e16a0/DefaultDataStore.java_00d490883a7ac17195c81eaee7f52e0fe1b60e11,803,37
370,c0d9cdc526f64a053e068c39bf53708bc47e16a0/WriteCacheFilter.java_a948160eb8d10cf5773eb2f1597a5c04fc7249ed,401,144
371,c8cd0e7652c657b7f8b40a8287df437360ef10d0/AbstractStormpathConfiguration.java_d860f36ce433ab2d2d55d104e0900511d4415240,345,28
372,cc81ea000ef7bd9aea9f6788e3b99c327f052971/AbstractStormpathWebMvcConfiguration.java_733844668548d6f500abbf3c22e90d2fbb46f23b,2074,95
373,e762625d61ab6d31e8bed4bb66b6e43675fb5bba/AbstractStormpathWebMvcConfiguration.java_733844668548d6f500abbf3c22e90d2fbb46f23b,2228,89
374,fd884a8a77cded52398f765beb3205c11545d9cf/AbstractStormpathWebMvcConfiguration.java_733844668548d6f500abbf3c22e90d2fbb46f23b,1624,87
375,fd884a8a77cded52398f765beb3205c11545d9cf/StormpathWebMvcConfiguration.java_9a0f0abafdb091da9a3cd9a88d2cca3bf7cecaec,850,31
376,fd884a8a77cded52398f765beb3205c11545d9cf/StormpathWebSecurityAutoConfiguration.java_acf7887a13c63b278e874afacc40364f73526ce8,105,21
377,26cda5a366cc3d44e4fc4265b18c085d7cf6de2e/Gists.java_2dad2cee7fad2596bc8c668b6b6586ce59bcc7ff,60,9
378,26cda5a366cc3d44e4fc4265b18c085d7cf6de2e/Hooks.java_89ee1d2ea62b369327781a3548a3ea444936bec8,59,18
379,26cda5a366cc3d44e4fc4265b18c085d7cf6de2e/MkGists.java_0de519b98c154592f65e3cb4aa0a219a913e9430,148,31
380,26cda5a366cc3d44e4fc4265b18c085d7cf6de2e/MkGistsTest.java_5ab0fe040d4b3d4e73909bb0e8d84a407689d4e1,153,54
